iso_code,year,death_rate
CRI,2010,48.84
CRI,2011,45.6
CRI,2012,44.37
CRI,2013,43.83
CRI,2014,43.17
CRI,2015,43.52
CRI,2016,43.95
CRI,2017,42.91
CRI,2018,42.57
CRI,2019,41.39
CIV,1990,76.7
CIV,1991,77.38
CIV,1992,78.96
CIV,1993,80.81
CIV,1994,82.61
CIV,1995,84.16
CIV,1996,84.23
CIV,1997,83.62
CIV,1998,83.44
CIV,1999,83.24
CIV,2000,83.72
CIV,2001,82.99
CIV,2002,82.67
CIV,2003,82.22
CIV,2004,81.97
CIV,2005,80.7
CIV,2006,79.58
CIV,2007,77.7
CIV,2008,76.2
CIV,2009,75.18
CIV,2010,74.36
CIV,2011,73.54
CIV,2012,72.73
CIV,2013,72.55
CIV,2014,71.03
CIV,2015,69.46
CIV,2016,66.28
CIV,2017,64.09
CIV,2018,63.1
CIV,2019,60.87
HRV,1990,208.25
HRV,1991,199.62
HRV,1992,195.56
HRV,1993,192.22
HRV,1994,186.96
HRV,1995,183.98
HRV,1996,183.14
HRV,1997,183.13
HRV,1998,176.54
HRV,1999,170.55
HRV,2000,159.55
HRV,2001,153.38
HRV,2002,150.83
HRV,2003,151.08
HRV,2004,142.61
HRV,2005,143.07
HRV,2006,137.28
HRV,2007,136.97
HRV,2008,137.39
HRV,2009,131.19
HRV,2010,126.76
HRV,2011,123.53
HRV,2012,121.81
HRV,2013,115.5
HRV,2014,115.22
HRV,2015,117.97
HRV,2016,110.76
HRV,2017,110.25
HRV,2018,108.94
HRV,2019,108.73
CUB,1990,141.33
CUB,1991,139.18
CUB,1992,140.66
CUB,1993,142.32
CUB,1994,141.58
CUB,1995,138.81
CUB,1996,136.57
CUB,1997,134.03
CUB,1998,132.97
CUB,1999,131.5
CUB,2000,126.78
CUB,2001,126.11
CUB,2002,118.72
CUB,2003,119.62
CUB,2004,119.98
CUB,2005,121.4
CUB,2006,115.36
CUB,2007,114.82
CUB,2008,114.66
CUB,2009,114.33
CUB,2010,114.16
CUB,2011,106.66
CUB,2012,108.27
CUB,2013,107.76
CUB,2014,107.8
CUB,2015,109.67
CUB,2016,108.16
CUB,2017,110.32
CUB,2018,108.94
CUB,2019,103.83
CYP,1990,133.85
CYP,1991,141.06
CYP,1992,145.54
CYP,1993,144.86
CYP,1994,140.5
CYP,1995,137.49
CYP,1996,133.66
CYP,1997,130.88
CYP,1998,128.26
CYP,1999,124.61
CYP,2000,120.94
CYP,2001,116.67
CYP,2002,113.67
CYP,2003,110.04
CYP,2004,108.37
CYP,2005,108.05
CYP,2006,107.07
CYP,2007,105.62
CYP,2008,101.35
CYP,2009,98.68
CYP,2010,94.99
CYP,2011,90.67
CYP,2012,88.01
CYP,2013,86.37
CYP,2014,85.37
CYP,2015,84.6
CYP,2016,82.01
CYP,2017,79.57
CYP,2018,79.57
CYP,2019,79.8
CZE,1990,211.73
CZE,1991,199.93
CZE,1992,194.44
CZE,1993,185.27
CZE,1994,181.77
CZE,1995,179.87
CZE,1996,171.86
CZE,1997,169.2
CZE,1998,160.07
CZE,1999,155.5
CZE,2000,151.63
CZE,2001,145.59
CZE,2002,143.39
CZE,2003,144.57
CZE,2004,137.86
CZE,2005,134.17
CZE,2006,127.35
CZE,2007,124.6
CZE,2008,122.5
CZE,2009,119.34
CZE,2010,116.81
CZE,2011,114.17
CZE,2012,110.88
CZE,2013,107.83
CZE,2014,103.08
CZE,2015,102.04
CZE,2016,99.51
CZE,2017,98.35
CZE,2018,98.21
CZE,2019,96.38
COD,1990,77.58
COD,1991,75.55
COD,1992,73.33
COD,1993,70.72
COD,1994,69.29
COD,1995,68.45
COD,1996,68.01
COD,1997,65.32
COD,1998,63.83
COD,1999,62.13
COD,2000,60.84
COD,2001,59.31
COD,2002,56.98
COD,2003,56.39
COD,2004,54.44
COD,2005,52.53
COD,2006,51.47
COD,2007,50.41
COD,2008,50.08
COD,2009,49.35
COD,2010,48.53
COD,2011,48.12
COD,2012,47.55
COD,2013,46.58
COD,2014,45.73
COD,2015,44.71
COD,2016,43.97
COD,2017,43.54
COD,2018,43.6
COD,2019,43.51
DNK,1990,209.99
DNK,1991,206.69
DNK,1992,206.51
DNK,1993,206.72
DNK,1994,206
DNK,1995,204.04
DNK,1996,198.56
DNK,1997,192.1
DNK,1998,185.28
DNK,1999,183.68
DNK,2000,175.82
DNK,2001,173.55
DNK,2002,170.95
DNK,2003,165.99
DNK,2004,160.3
DNK,2005,154.2
DNK,2006,151.17
DNK,2007,147.63
DNK,2008,142.79
DNK,2009,139.88
DNK,2010,135.6
DNK,2011,129.41
DNK,2012,124.75
DNK,2013,120.53
DNK,2014,115.52
DNK,2015,111.66
DNK,2016,109.46
DNK,2017,107.39
DNK,2018,105.63
DNK,2019,103.86
DJI,1990,105.17
DJI,1991,106.94
DJI,1992,109.33
DJI,1993,112.46
DJI,1994,112.17
DJI,1995,114.71
DJI,1996,114.66
DJI,1997,113.09
DJI,1998,113.51
DJI,1999,112.14
DJI,2000,110.77
DJI,2001,108.93
DJI,2002,107.17
DJI,2003,103.94
DJI,2004,104.04
DJI,2005,102.04
DJI,2006,100.05
DJI,2007,98.95
DJI,2008,97.49
DJI,2009,95.53
DJI,2010,94.86
DJI,2011,94.14
DJI,2012,93.46
DJI,2013,92.64
DJI,2014,90.84
DJI,2015,90.6
DJI,2016,89.86
DJI,2017,90.06
DJI,2018,90.08
DJI,2019,89.86
DMA,1990,64.11
DMA,1991,62.48
DMA,1992,60.3
DMA,1993,58.76
DMA,1994,57.45
DMA,1995,56.13
DMA,1996,54.86
DMA,1997,52.94
DMA,1998,51.25
DMA,1999,50.43
DMA,2000,49.51
DMA,2001,48.58
DMA,2002,48.18
DMA,2003,47.82
DMA,2004,46.96
DMA,2005,45.79
DMA,2006,45.43
DMA,2007,45.09
DMA,2008,44.48
DMA,2009,44.12
DMA,2010,44.18
DMA,2011,44.46
DMA,2012,45.18
DMA,2013,45.13
DMA,2014,45.23
DMA,2015,45.31
DMA,2016,45.08
DMA,2017,45.21
DMA,2018,45.47
DMA,2019,45.64
DOM,1990,77.63
DOM,1991,74.48
DOM,1992,71.61
DOM,1993,70.83
DOM,1994,68.93
DOM,1995,68.79
DOM,1996,70.76
DOM,1997,72.65
DOM,1998,73.52
DOM,1999,74.15
DOM,2000,72.8
DOM,2001,72.53
DOM,2002,73.36
DOM,2003,77.06
DOM,2004,82.05
DOM,2005,84.89
DOM,2006,86.36
DOM,2007,86.78
DOM,2008,86.97
DOM,2009,87.34
DOM,2010,87.38
DOM,2011,87.46
DOM,2012,91.07
DOM,2013,95.58
DOM,2014,98.35
DOM,2015,100.56
DOM,2016,99.74
DOM,2017,96.91
DOM,2018,94.27
DOM,2019,91.82
ECU,1990,66.8
ECU,1991,69.77
ECU,1992,65.94
ECU,1993,62.17
ECU,1994,59.18
ECU,1995,55.68
ECU,1996,55.37
ECU,1997,50.84
ECU,1998,50.23
ECU,1999,49.01
ECU,2000,46.79
ECU,2001,45.14
ECU,2002,46.71
ECU,2003,46.61
ECU,2004,46.61
ECU,2005,47.47
ECU,2006,46.96
ECU,2007,45.99
ECU,2008,44.86
ECU,2009,42.93
ECU,2010,42.05
ECU,2011,40.73
ECU,2012,39.85
ECU,2013,38.89
ECU,2014,37.91
ECU,2015,36.8
ECU,2016,36.49
ECU,2017,36.12
ECU,2018,35.49
ECU,2019,34.14
EGY,1990,118.6
EGY,1991,118.33
EGY,1992,116.17
EGY,1993,119.4
EGY,1994,122.87
EGY,1995,121.33
EGY,1996,119.4
EGY,1997,120.36
EGY,1998,120.26
EGY,1999,120.35
EGY,2000,115.88
EGY,2001,121.06
EGY,2002,125.84
EGY,2003,132.46
EGY,2004,132.11
EGY,2005,127.9
EGY,2006,125.93
EGY,2007,124.04
EGY,2008,125.16
EGY,2009,126.96
EGY,2010,126.25
EGY,2011,126.61
EGY,2012,127.12
EGY,2013,123.59
EGY,2014,123.88
EGY,2015,128.9
EGY,2016,129.22
EGY,2017,126.59
EGY,2018,126.15
EGY,2019,125.6
SLV,1990,43.01
SLV,1991,41.3
SLV,1992,40.9
SLV,1993,40.11
SLV,1994,38.82
SLV,1995,36.51
SLV,1996,33.69
SLV,1997,33.13
SLV,1998,34.47
SLV,1999,30.82
SLV,2000,30.15
SLV,2001,28.92
SLV,2002,27.22
SLV,2003,27.86
SLV,2004,28.65
SLV,2005,28.72
SLV,2006,28.89
SLV,2007,28.2
SLV,2008,27.12
SLV,2009,28.22
SLV,2010,26.12
SLV,2011,26.75
SLV,2012,24.97
SLV,2013,25.93
SLV,2014,28.33
SLV,2015,28.54
SLV,2016,28.57
SLV,2017,28.52
SLV,2018,28.3
SLV,2019,28.58
GNQ,1990,105.1
GNQ,1991,102.63
GNQ,1992,99.49
GNQ,1993,96.71
GNQ,1994,93.82
GNQ,1995,91.87
GNQ,1996,88.34
GNQ,1997,80.23
GNQ,1998,74.04
GNQ,1999,68.58
GNQ,2000,63.49
GNQ,2001,58.33
GNQ,2002,53.48
GNQ,2003,51.02
GNQ,2004,49.13
GNQ,2005,47.38
GNQ,2006,46.21
GNQ,2007,44.97
GNQ,2008,43.92
GNQ,2009,43.19
GNQ,2010,42.42
GNQ,2011,42.97
GNQ,2012,42.93
GNQ,2013,42.51
GNQ,2014,42.08
GNQ,2015,42.27
GNQ,2016,42.88
GNQ,2017,43.23
GNQ,2018,43.44
GNQ,2019,43.15
ERI,1990,78.74
ERI,1991,79.29
ERI,1992,78.98
ERI,1993,78.91
ERI,1994,80.17
ERI,1995,83.89
ERI,1996,82.06
ERI,1997,80.17
ERI,1998,77.43
ERI,1999,75.95
ERI,2000,74.21
ERI,2001,71.54
ERI,2002,70.68
ERI,2003,68.77
ERI,2004,67.31
ERI,2005,65.58
ERI,2006,63.97
ERI,2007,62.2
ERI,2008,60.8
ERI,2009,59.27
ERI,2010,57.67
ERI,2011,56.18
ERI,2012,54.86
ERI,2013,53.43
ERI,2014,51.98
ERI,2015,50.79
ERI,2016,49.53
ERI,2017,48.38
ERI,2018,47.4
ERI,2019,46.41
EST,1990,170.06
EST,1991,175.14
EST,1992,172.93
EST,1993,186.54
EST,1994,200.92
EST,1995,188.94
EST,1996,162.72
EST,1997,159.92
EST,1998,165.08
EST,1999,152.8
EST,2000,147.74
EST,2001,151.17
EST,2002,144.49
EST,2003,137.24
EST,2004,132.93
EST,2005,126.55
EST,2006,124.62
EST,2007,124.75
EST,2008,113.47
EST,2009,107.42
EST,2010,98.07
EST,2011,97.69
EST,2012,95.69
EST,2013,89.54
EST,2014,91.34
EST,2015,86.76
EST,2016,87.13
EST,2017,85.92
EST,2018,85.04
EST,2019,83.87
SWZ,1990,103.79
SWZ,1991,101.8
SWZ,1992,98.7
SWZ,1993,95.64
SWZ,1994,95.12
SWZ,1995,96.17
SWZ,1996,98.25
SWZ,1997,97.74
SWZ,1998,99.87
SWZ,1999,101.54
SWZ,2000,105.37
SWZ,2001,108.58
SWZ,2002,110.84
SWZ,2003,112.14
SWZ,2004,112.39
SWZ,2005,110.83
SWZ,2006,107.39
SWZ,2007,104.78
SWZ,2008,102.53
SWZ,2009,99.71
SWZ,2010,95.53
SWZ,2011,91.17
SWZ,2012,87.82
SWZ,2013,84.13
SWZ,2014,80.37
SWZ,2015,77.24
SWZ,2016,74.45
SWZ,2017,71.86
SWZ,2018,69.84
SWZ,2019,68.27
ETH,1990,66.75
ETH,1991,65.18
ETH,1992,63.54
ETH,1993,61.5
ETH,1994,59.29
ETH,1995,57.26
ETH,1996,54.28
ETH,1997,51.5
ETH,1998,48.87
ETH,1999,46.15
ETH,2000,43.49
ETH,2001,40.64
ETH,2002,38.06
ETH,2003,35.92
ETH,2004,34.06
ETH,2005,32.29
ETH,2006,30.64
ETH,2007,29
ETH,2008,27.46
ETH,2009,26.07
ETH,2010,25.06
ETH,2011,24.25
ETH,2012,23.59
ETH,2013,22.91
ETH,2014,22.43
ETH,2015,22
ETH,2016,21.71
ETH,2017,21.47
ETH,2018,21.35
ETH,2019,21.24
FJI,1990,204.44
FJI,1991,201.83
FJI,1992,198.41
FJI,1993,196.24
FJI,1994,194.11
FJI,1995,191.79
FJI,1996,190.4
FJI,1997,186.47
FJI,1998,175.88
FJI,1999,181.66
FJI,2000,181.36
FJI,2001,173.11
FJI,2002,164.1
FJI,2003,161.53
FJI,2004,150.23
FJI,2005,148.49
FJI,2006,147.74
FJI,2007,146.47
FJI,2008,143.42
FJI,2009,136.23
FJI,2010,135.37
FJI,2011,133.96
FJI,2012,132.15
FJI,2013,130.6
FJI,2014,129.37
FJI,2015,127.96
FJI,2016,126.38
FJI,2017,125.05
FJI,2018,123.58
FJI,2019,122.23
FIN,1990,123.93
FIN,1991,118.29
FIN,1992,114.7
FIN,1993,110.21
FIN,1994,103.49
FIN,1995,100.98
FIN,1996,97.19
FIN,1997,94.09
FIN,1998,90.95
FIN,1999,87.37
FIN,2000,83.74
FIN,2001,80
FIN,2002,77.44
FIN,2003,74.81
FIN,2004,72.15
FIN,2005,69.73
FIN,2006,67.27
FIN,2007,65.98
FIN,2008,64.19
FIN,2009,63.03
FIN,2010,61.78
FIN,2011,59.94
FIN,2012,58.67
FIN,2013,57.64
FIN,2014,56.26
FIN,2015,54.98
FIN,2016,54.7
FIN,2017,54.64
FIN,2018,54.07
FIN,2019,53.67
FRA,1990,103.48
FRA,1991,101.5
FRA,1992,99.28
FRA,1993,97.65
FRA,1994,95.27
FRA,1995,94.39
FRA,1996,93.2
FRA,1997,90.61
FRA,1998,90.11
FRA,1999,88.24
FRA,2000,85.37
FRA,2001,83.39
FRA,2002,81.66
FRA,2003,79.66
FRA,2004,75.25
FRA,2005,73.7
FRA,2006,71.56
FRA,2007,69.97
FRA,2008,68.93
FRA,2009,68.23
FRA,2010,67.01
FRA,2011,65.98
FRA,2012,65.06
FRA,2013,63.7
FRA,2014,61.82
FRA,2015,61.98
FRA,2016,59.64
FRA,2017,59.38
FRA,2018,58.38
FRA,2019,58.12
GAB,1990,67.89
GAB,1991,66.39
GAB,1992,65.58
GAB,1993,64.45
GAB,1994,64.31
GAB,1995,65.14
GAB,1996,64.38
GAB,1997,62.91
GAB,1998,61.77
GAB,1999,60.4
GAB,2000,60.46
GAB,2001,60.1
GAB,2002,58.9
GAB,2003,58.9
GAB,2004,58.5
GAB,2005,57.62
GAB,2006,57.39
GAB,2007,57.34
GAB,2008,57.68
GAB,2009,57.02
GAB,2010,55.51
GAB,2011,54.76
GAB,2012,53.77
GAB,2013,52.78
GAB,2014,52.05
GAB,2015,51.75
GAB,2016,51.36
GAB,2017,51
GAB,2018,50.51
GAB,2019,50.02
GMB,1990,92.18
GMB,1991,91.78
GMB,1992,92.61
GMB,1993,89.19
GMB,1994,88.09
GMB,1995,92.27
GMB,1996,87.12
GMB,1997,86.74
GMB,1998,88.3
GMB,1999,91.18
GMB,2000,85.88
GMB,2001,83.04
GMB,2002,82.91
GMB,2003,83.13
GMB,2004,86.38
GMB,2005,85.96
GMB,2006,83.31
GMB,2007,81.4
GMB,2008,77.28
GMB,2009,76.35
GMB,2010,73.61
GMB,2011,67.75
GMB,2012,66.59
GMB,2013,66.41
GMB,2014,68.58
GMB,2015,65.77
GMB,2016,66.72
GMB,2017,67.81
GMB,2018,66.01
GMB,2019,64.75
GEO,1990,151.77
GEO,1991,152.62
GEO,1992,152.2
GEO,1993,145.22
GEO,1994,145.45
GEO,1995,135.2
GEO,1996,128.64
GEO,1997,130.39
GEO,1998,133.06
GEO,1999,133.46
GEO,2000,133.75
GEO,2001,132.55
GEO,2002,137.13
GEO,2003,137.14
GEO,2004,136.49
GEO,2005,131.46
GEO,2006,129.51
GEO,2007,127.58
GEO,2008,128.52
GEO,2009,129.39
GEO,2010,129.72
GEO,2011,127.4
GEO,2012,122.42
GEO,2013,117.42
GEO,2014,115.02
GEO,2015,115.65
GEO,2016,120.38
GEO,2017,121.68
GEO,2018,122.44
GEO,2019,122.64
DEU,1990,143.14
DEU,1991,139.58
DEU,1992,135.15
DEU,1993,132.8
DEU,1994,129
DEU,1995,125.4
DEU,1996,121.88
DEU,1997,117.42
DEU,1998,113.04
DEU,1999,109.12
DEU,2000,105.67
DEU,2001,102.2
DEU,2002,100.51
DEU,2003,98.45
DEU,2004,93.81
DEU,2005,90.95
DEU,2006,88.45
DEU,2007,86.76
DEU,2008,85.49
DEU,2009,84.25
DEU,2010,82.3
DEU,2011,80.43
DEU,2012,79.22
DEU,2013,78.86
DEU,2014,76.76
DEU,2015,77.33
DEU,2016,76.12
DEU,2017,74.91
DEU,2018,74.31
DEU,2019,73.82
GHA,1990,57.98
GHA,1991,55.63
GHA,1992,53.49
GHA,1993,51.06
GHA,1994,49.33
GHA,1995,47.76
GHA,1996,46.46
GHA,1997,45.95
GHA,1998,44.71
GHA,1999,44.1
GHA,2000,43.56
GHA,2001,43.07
GHA,2002,42.72
GHA,2003,42.15
GHA,2004,41.73
GHA,2005,41.39
GHA,2006,41.31
GHA,2007,40.92
GHA,2008,40.41
GHA,2009,40.12
GHA,2010,39.79
GHA,2011,39.46
GHA,2012,39.12
GHA,2013,38.91
GHA,2014,38.65
GHA,2015,38.65
GHA,2016,38.39
GHA,2017,38.08
GHA,2018,37.4
GHA,2019,37.11
GRC,1990,137.36
GRC,1991,138.54
GRC,1992,139.81
GRC,1993,138.47
GRC,1994,138.1
GRC,1995,138.21
GRC,1996,137.34
GRC,1997,135.46
GRC,1998,135.57
GRC,1999,135.57
GRC,2000,134.23
GRC,2001,131.83
GRC,2002,128.98
GRC,2003,127.33
GRC,2004,125.09
GRC,2005,122.38
GRC,2006,119.8
GRC,2007,120.66
GRC,2008,116.92
GRC,2009,115.06
GRC,2010,112.08
GRC,2011,112.28
GRC,2012,112.2
GRC,2013,108.79
GRC,2014,106.38
GRC,2015,106.43
GRC,2016,105.6
GRC,2017,105.83
GRC,2018,106.55
GRC,2019,107.07
GRL,1990,332.21
GRL,1991,328.65
GRL,1992,324.93
GRL,1993,343.53
GRL,1994,344.91
GRL,1995,344.06
GRL,1996,339.36
GRL,1997,334.31
GRL,1998,326.21
GRL,1999,320.2
GRL,2000,311.94
GRL,2001,303.64
GRL,2002,297.92
GRL,2003,283.74
GRL,2004,259.69
GRL,2005,254.61
GRL,2006,249.62
GRL,2007,245.21
GRL,2008,240.33
GRL,2009,235.47
GRL,2010,230.7
GRL,2011,225.03
GRL,2012,219.47
GRL,2013,214.79
GRL,2014,210.24
GRL,2015,205.31
GRL,2016,202.32
GRL,2017,199.36
GRL,2018,196.51
GRL,2019,193.32
GRD,1990,72.65
GRD,1991,70.8
GRD,1992,69.98
GRD,1993,69.21
GRD,1994,67.67
GRD,1995,65.37
GRD,1996,62.26
GRD,1997,60.18
GRD,1998,59.09
GRD,1999,61.72
GRD,2000,61.58
GRD,2001,61.27
GRD,2002,61.3
GRD,2003,61.1
GRD,2004,61.1
GRD,2005,59.29
GRD,2006,57.67
GRD,2007,56.96
GRD,2008,56.66
GRD,2009,55.96
GRD,2010,55.36
GRD,2011,53.98
GRD,2012,49.68
GRD,2013,49.55
GRD,2014,49.66
GRD,2015,49.33
GRD,2016,51.03
GRD,2017,49.81
GRD,2018,49.56
GRD,2019,49
GUM,1990,111.44
GUM,1991,110.8
GUM,1992,108.8
GUM,1993,106.78
GUM,1994,104.23
GUM,1995,95.8
GUM,1996,89.62
GUM,1997,92.75
GUM,1998,87.73
GUM,1999,87.99
GUM,2000,88.71
GUM,2001,88.91
GUM,2002,89.06
GUM,2003,86.16
GUM,2004,84.59
GUM,2005,81.77
GUM,2006,81.4
GUM,2007,80.96
GUM,2008,81.34
GUM,2009,82.34
GUM,2010,82.34
GUM,2011,80.94
GUM,2012,81.42
GUM,2013,82.87
GUM,2014,83.9
GUM,2015,83.84
GUM,2016,82.91
GUM,2017,82.6
GUM,2018,82.81
GUM,2019,83.49
GTM,1990,76.65
GTM,1991,79.34
GTM,1992,80.31
GTM,1993,79.58
GTM,1994,76.52
GTM,1995,68.33
GTM,1996,63.77
GTM,1997,64.08
GTM,1998,63.87
GTM,1999,60.97
GTM,2000,59
GTM,2001,57.4
GTM,2002,54.09
GTM,2003,52.32
GTM,2004,51.01
GTM,2005,49.32
GTM,2006,47.64
GTM,2007,45.61
GTM,2008,44.09
GTM,2009,43.52
GTM,2010,43.05
GTM,2011,42.29
GTM,2012,41.31
GTM,2013,40.72
GTM,2014,39.97
GTM,2015,39.67
GTM,2016,39.09
GTM,2017,37.86
GTM,2018,37.21
GTM,2019,36.62
GIN,1990,70.28
GIN,1991,70.41
GIN,1992,71.18
GIN,1993,71.78
GIN,1994,72.84
GIN,1995,73.49
GIN,1996,74.27
GIN,1997,75.35
GIN,1998,76.88
GIN,1999,78.29
GIN,2000,78.67
GIN,2001,79.26
GIN,2002,80.02
GIN,2003,80.05
GIN,2004,80.39
GIN,2005,80.69
GIN,2006,81.66
GIN,2007,82.26
GIN,2008,82.45
GIN,2009,83.17
GIN,2010,83.82
GIN,2011,84.04
GIN,2012,84.47
GIN,2013,84.68
GIN,2014,85.16
GIN,2015,84.86
GIN,2016,83.86
GIN,2017,82.54
GIN,2018,81.37
GIN,2019,79.31
GNB,1990,73.97
GNB,1991,70.33
GNB,1992,67.05
GNB,1993,63.97
GNB,1994,61.1
GNB,1995,58.48
GNB,1996,55.97
GNB,1997,53.45
GNB,1998,51.67
GNB,1999,49.88
GNB,2000,48.14
GNB,2001,47
GNB,2002,46.02
GNB,2003,45.18
GNB,2004,45.07
GNB,2005,44.28
GNB,2006,43.58
GNB,2007,42.87
GNB,2008,42.24
GNB,2009,41.83
GNB,2010,41.33
GNB,2011,41.01
GNB,2012,40.82
GNB,2013,40.7
GNB,2014,40.73
GNB,2015,40.71
GNB,2016,40.63
GNB,2017,40.59
GNB,2018,40.38
GNB,2019,40.39
GUY,1990,114.76
GUY,1991,107.7
GUY,1992,104.04
GUY,1993,107.17
GUY,1994,103.59
GUY,1995,103.47
GUY,1996,102.59
GUY,1997,98.33
GUY,1998,94.27
GUY,1999,87.48
GUY,2000,86.97
GUY,2001,85.87
GUY,2002,85.44
GUY,2003,83.56
GUY,2004,82.88
GUY,2005,80.61
GUY,2006,77.67
GUY,2007,77.3
GUY,2008,76.2
GUY,2009,73.86
GUY,2010,73.46
GUY,2011,71.92
GUY,2012,71.76
GUY,2013,70.29
GUY,2014,70.37
GUY,2015,68.78
GUY,2016,67.86
GUY,2017,67.29
GUY,2018,66.68
GUY,2019,65.96
HTI,1990,82.34
HTI,1991,80.95
HTI,1992,80.48
HTI,1993,80.13
HTI,1994,78.24
HTI,1995,77.11
HTI,1996,74.37
HTI,1997,72.79
HTI,1998,69.97
HTI,1999,68.8
HTI,2000,67.78
HTI,2001,66.74
HTI,2002,65.1
HTI,2003,63.96
HTI,2004,62.85
HTI,2005,61.76
HTI,2006,60.66
HTI,2007,59.58
HTI,2008,58.37
HTI,2009,57.08
HTI,2010,55.88
HTI,2011,55.09
HTI,2012,53.82
HTI,2013,52.41
HTI,2014,51.07
HTI,2015,49.91
HTI,2016,48.62
HTI,2017,47.47
HTI,2018,46.59
HTI,2019,45.67
HND,1990,79.86
HND,1991,77.79
HND,1992,78.02
HND,1993,76.27
HND,1994,75.04
HND,1995,77.02
HND,1996,77.77
HND,1997,77.22
HND,1998,76.72
HND,1999,76.67
HND,2000,76.57
HND,2001,76.25
HND,2002,75.87
HND,2003,75.33
HND,2004,75.06
HND,2005,74.22
HND,2006,73.43
HND,2007,72.71
HND,2008,73.07
HND,2009,74.29
HND,2010,76.57
HND,2011,81.06
HND,2012,88.26
HND,2013,86.66
HND,2014,84.76
HND,2015,82.9
HND,2016,80.82
HND,2017,78.79
HND,2018,77.18
HND,2019,75.94
HUN,1990,214.12
HUN,1991,211.93
HUN,1992,220.52
HUN,1993,221.2
HUN,1994,216.15
HUN,1995,211.83
HUN,1996,199.92
HUN,1997,196.92
HUN,1998,198.96
HUN,1999,198.28
HUN,2000,186.48
HUN,2001,180.13
HUN,2002,179.31
HUN,2003,178.86
HUN,2004,174.66
HUN,2005,176.06
HUN,2006,170.61
HUN,2007,170.15
HUN,2008,163.31
HUN,2009,161.95
HUN,2010,156.9
HUN,2011,152.74
HUN,2012,149.05
HUN,2013,142.31
HUN,2014,140.99
HUN,2015,141.86
HUN,2016,137.07
HUN,2017,136.66
HUN,2018,136.31
HUN,2019,131.16
ISL,1990,133.68
ISL,1991,132.2
ISL,1992,129.95
ISL,1993,126.89
ISL,1994,125.47
ISL,1995,125.03
ISL,1996,122.96
ISL,1997,119.28
ISL,1998,115.34
ISL,1999,109.89
ISL,2000,104.05
ISL,2001,101.41
ISL,2002,99.3
ISL,2003,95.38
ISL,2004,91.92
ISL,2005,90.1
ISL,2006,88.22
ISL,2007,85.83
ISL,2008,82.55
ISL,2009,79.99
ISL,2010,77.42
ISL,2011,74.88
ISL,2012,73.12
ISL,2013,70.18
ISL,2014,65.49
ISL,2015,64.29
ISL,2016,62.96
ISL,2017,61.92
ISL,2018,60.68
ISL,2019,59.56
IND,1990,170.44
IND,1991,171.67
IND,1992,169.91
IND,1993,167.12
IND,1994,163.43
IND,1995,158.37
IND,1996,158.67
IND,1997,164.11
IND,1998,160.76
IND,1999,152.11
IND,2000,149.92
IND,2001,148.55
IND,2002,144.9
IND,2003,138.93
IND,2004,127.92
IND,2005,126.96
IND,2006,127.7
IND,2007,127.09
IND,2008,127.02
IND,2009,119.11
IND,2010,113.21
IND,2011,111.2
IND,2012,110.41
IND,2013,112.99
IND,2014,112.27
IND,2015,107.86
IND,2016,104.07
IND,2017,101.81
IND,2018,101.5
IND,2019,98.78
IDN,1990,125.13
IDN,1991,124.63
IDN,1992,124.52
IDN,1993,124.03
IDN,1994,123.28
IDN,1995,122.35
IDN,1996,121.61
IDN,1997,121.67
IDN,1998,122.22
IDN,1999,122.94
IDN,2000,123.75
IDN,2001,124.13
IDN,2002,125.35
IDN,2003,126.62
IDN,2004,128.21
IDN,2005,129.87
IDN,2006,131.37
IDN,2007,133.12
IDN,2008,133.85
IDN,2009,134.31
IDN,2010,134.1
IDN,2011,133.9
IDN,2012,133.36
IDN,2013,132.49
IDN,2014,131.41
IDN,2015,130.76
IDN,2016,129.98
IDN,2017,128.78
IDN,2018,127.57
IDN,2019,126.16
IRN,1990,99.75
IRN,1991,97.5
IRN,1992,95.56
IRN,1993,93.51
IRN,1994,91.64
IRN,1995,89.78
IRN,1996,87.77
IRN,1997,85.82
IRN,1998,83.83
IRN,1999,81.94
IRN,2000,80.39
IRN,2001,78.89
IRN,2002,77.02
IRN,2003,75.06
IRN,2004,72.84
IRN,2005,70.84
IRN,2006,69.02
IRN,2007,66.53
IRN,2008,64.25
IRN,2009,62.49
IRN,2010,60.64
IRN,2011,58.74
IRN,2012,57.77
IRN,2013,57.79
IRN,2014,58.19
IRN,2015,58.98
IRN,2016,58.73
IRN,2017,58.43
IRN,2018,57.79
IRN,2019,57.36
IRQ,1990,163.1
IRQ,1991,164.23
IRQ,1992,166.64
IRQ,1993,168.31
IRQ,1994,167.26
IRQ,1995,168.28
IRQ,1996,168.22
IRQ,1997,167.18
IRQ,1998,164.4
IRQ,1999,160.89
IRQ,2000,157.4
IRQ,2001,153.69
IRQ,2002,150.52
IRQ,2003,148.93
IRQ,2004,145.55
IRQ,2005,142.55
IRQ,2006,139.52
IRQ,2007,138.95
IRQ,2008,138.32
IRQ,2009,135.63
IRQ,2010,132.94
IRQ,2011,130.17
IRQ,2012,127.33
IRQ,2013,124.48
IRQ,2014,122.05
IRQ,2015,120.38
IRQ,2016,118.32
IRQ,2017,116.54
IRQ,2018,117.24
IRQ,2019,119
IRL,1990,221.04
IRL,1991,215.09
IRL,1992,210.8
IRL,1993,209.06
IRL,1994,202.76
IRL,1995,201.12
